# index, name, _pos
555,51400,"array([ 1.3477491, 12.7464809])"
556,30385,"array([ 1.34762358, 12.74588857])"
557,53574,"array([ 1.34875277, 12.74438657])"
558,31228,"array([ 1.34754388, 12.74509586])"
559,15441,"array([ 1.3474501 , 12.74615337])"
560,22526,"array([ 1.34741137, 12.74603431])"
561,49266,"array([ 1.34804555, 12.74588347])"
562,13514,"array([ 1.34743325, 12.74636084])"
563,25246,"array([ 1.34770697, 12.74612842])"
564,28988,"array([ 1.34811855, 12.74577627])"
565,58216,"array([ 1.34835963, 12.7448794 ])"
566,30095,"array([ 1.34793466, 12.74577674])"
567,38874,"array([ 1.34779699, 12.74578016])"
568,58220,"array([ 1.34752818, 12.74622464])"
569,50606,"array([ 1.34779863, 12.74431029])"
570,63899,"array([ 1.34766455, 12.74494663])"
571,20925,"array([ 1.347453  , 12.74490997])"
572,47931,"array([ 1.34782314, 12.74551139])"
573,10614,"array([ 1.34753428, 12.74624471])"
574,13528,"array([ 1.34755271, 12.74586867])"
575,42546,"array([ 1.34773373, 12.74555143])"
576,38287,"array([ 1.3482223 , 12.74482849])"
577,4392,"array([ 1.34712285, 12.7466195 ])"
578,27955,"array([ 1.34831362, 12.74570815])"
579,45457,"array([ 1.34786169, 12.74467118])"
580,8224,"array([ 1.34795166, 12.74530201])"
581,57998,"array([ 1.34775656, 12.74596684])"
582,8785,"array([ 1.34805027, 12.74556188])"
583,43833,"array([ 1.34764675, 12.74615074])"
584,24447,"array([ 1.34813321, 12.74633819])"
585,11714,"array([ 1.34963871, 12.7479109 ])"
586,55002,"array([ 1.34877895, 12.74619412])"
587,141,"array([ 1.34825354, 12.74500519])"
588,31068,"array([ 1.3477029, 12.7455155])"
589,66439,"array([ 1.34747259, 12.74594463])"
590,31815,"array([ 1.34756226, 12.74548678])"
591,38630,"array([ 1.3482182 , 12.74643746])"
592,18739,"array([ 1.34699024, 12.74730442])"
593,3337,"array([ 1.34789831, 12.74476221])"
594,42518,"array([ 1.34806994, 12.7449505 ])"
595,41410,"array([ 1.3477497 , 12.74574965])"
596,10780,"array([ 1.34813327, 12.74464425])"
597,42521,"array([ 1.34793583, 12.74505493])"
598,22302,"array([ 1.34749994, 12.745105  ])"
599,36241,"array([ 1.34812157, 12.74520885])"
600,26361,"array([ 1.34861585, 12.74444974])"
601,51339,"array([ 1.34779709, 12.74527978])"
602,25945,"array([ 1.34722591, 12.74578786])"
603,52295,"array([ 1.3478373 , 12.74654522])"
604,56926,"array([ 1.34739564, 12.74576946])"
605,44375,"array([ 1.34794478, 12.74748975])"
606,27481,"array([ 1.34831501, 12.74465687])"
607,18258,"array([ 1.34762637, 12.74652157])"
608,12546,"array([ 1.34888893, 12.74403742])"
609,56129,"array([ 1.35033003, 12.74502294])"
610,35730,"array([ 1.34737953, 12.74670636])"
611,6937,"array([ 1.34749024, 12.7464292 ])"
612,22334,"array([ 1.34777241, 12.74517008])"
613,12435,"array([ 1.34805665, 12.74539759])"
614,45822,"array([ 1.34826513, 12.74484208])"
615,62403,"array([ 1.34817231, 12.74600164])"
616,55327,"array([ 1.34754399, 12.7448409 ])"
617,34663,"array([ 1.34743504, 12.74494355])"
618,58587,"array([ 1.34820087, 12.74523491])"
619,61161,"array([ 1.34761487, 12.7459938 ])"
620,45007,"array([ 1.34873838, 12.74592673])"
621,4974,"array([ 1.34816481, 12.74466138])"
622,65927,"array([ 1.34786539, 12.74514011])"
623,58324,"array([ 1.3479967 , 12.74571229])"
624,32725,"array([ 1.34749514, 12.74573663])"
625,32203,"array([ 1.34796104, 12.74751572])"
626,67254,"array([ 1.34800881, 12.7449155 ])"
627,9393,"array([ 1.34753389, 12.74514946])"
628,14108,"array([ 1.34760643, 12.74565432])"
629,9667,"array([ 1.34779517, 12.74428822])"
630,23482,"array([ 1.34768445, 12.74491489])"
631,3694,"array([ 1.34797224, 12.74499079])"
632,40958,"array([ 1.34834944, 12.74460158])"
633,60484,"array([ 1.34751248, 12.74751305])"
634,62971,"array([ 1.34830538, 12.74486454])"
635,64844,"array([ 1.34807951, 12.74636307])"
636,66181,"array([ 1.34788893, 12.7460759 ])"
637,19659,"array([ 1.3490303 , 12.74430311])"
638,8901,"array([ 1.3486801 , 12.74418019])"
639,40581,"array([ 1.34849086, 12.74444112])"
640,26982,"array([ 1.3495851 , 12.74940546])"
641,35342,"array([ 1.34866801, 12.74448539])"
642,37943,"array([ 1.34849574, 12.7447244 ])"
643,29433,"array([ 1.34772222, 12.74608946])"
644,49885,"array([ 1.34785654, 12.74567678])"
645,34245,"array([ 1.34931281, 12.74944991])"
646,21,"array([ 1.34735132, 12.75034597])"
647,15027,"array([ 1.34819845, 12.7504159 ])"
648,21599,"array([ 1.3473345, 12.7466882])"
649,22,"array([ 1.34975079, 12.74455086])"
650,27709,"array([ 1.34914876, 12.74385025])"
651,3786,"array([ 1.3495701 , 12.74513797])"
652,54986,"array([ 1.34855882, 12.74422548])"
653,4522,"array([ 1.34823722, 12.74460457])"
654,34850,"array([ 1.35338126, 12.74540291])"
655,64514,"array([ 1.35022458, 12.74344626])"
656,35208,"array([ 1.34899404, 12.74403322])"
657,37760,"array([ 1.35340244, 12.74532952])"
658,40156,"array([ 1.34819988, 12.74503519])"
659,8378,"array([ 1.34957025, 12.74435969])"
660,20725,"array([ 1.34914645, 12.744838  ])"
661,41607,"array([ 1.34913827, 12.74441975])"
662,4771,"array([ 1.34814553, 12.74496229])"
663,54434,"array([ 1.34862783, 12.74453579])"
664,52741,"array([ 1.34907118, 12.74405687])"
665,62409,"array([ 1.3483859 , 12.74357501])"
666,16215,"array([ 1.34913586, 12.7444592 ])"
667,13915,"array([ 1.35082284, 12.74367968])"
668,9954,"array([ 1.34869379, 12.74370452])"
669,62873,"array([ 1.34928098, 12.74451597])"
670,1670,"array([ 1.34838791, 12.74491366])"
671,24315,"array([ 1.34837097, 12.74425583])"
672,50920,"array([ 1.34982781, 12.74362249])"
673,17109,"array([ 1.3493085 , 12.74422002])"
674,24921,"array([ 1.34923751, 12.7445664 ])"
675,21951,"array([ 1.34806447, 12.74565513])"
676,7371,"array([ 1.349347  , 12.74423077])"
677,39483,"array([ 1.34857076, 12.74471842])"
678,28785,"array([ 1.34842667, 12.74385215])"
679,41262,"array([ 1.34895115, 12.74370065])"
680,15496,"array([ 1.34902406, 12.74408664])"
681,1160,"array([ 1.34857435, 12.74478449])"
682,34248,"array([ 1.34967437, 12.74413114])"
683,13238,"array([ 1.34843375, 12.74513478])"
684,43309,"array([ 1.3503261 , 12.74434676])"
685,57525,"array([ 1.34878003, 12.74446802])"
686,47762,"array([ 1.34979907, 12.74453551])"
687,7595,"array([ 1.34820594, 12.74475027])"
688,52282,"array([ 1.34875987, 12.7446271 ])"
689,8893,"array([ 1.34794199, 12.74520496])"
690,63361,"array([ 1.34884009, 12.74376287])"
691,41078,"array([ 1.35125458, 12.74522614])"
692,64956,"array([ 1.34888091, 12.74352901])"
693,26031,"array([ 1.34929847, 12.74368045])"
694,64676,"array([ 1.34861811, 12.7441382 ])"
695,32597,"array([ 1.34884197, 12.74401358])"
696,37726,"array([ 1.34908487, 12.74427071])"
697,28478,"array([ 1.3505843 , 12.74487955])"
698,68176,"array([ 1.34893665, 12.74469999])"
699,28543,"array([ 1.34928646, 12.74388972])"
700,34562,"array([ 1.34919047, 12.74375359])"
701,29971,"array([ 1.34888519, 12.74420256])"
702,148,"array([ 1.34880696, 12.7432178 ])"
703,28278,"array([ 1.34857797, 12.7449781 ])"
704,60303,"array([ 1.34823658, 12.74491863])"
705,19046,"array([ 1.34878879, 12.7440347 ])"
706,21721,"array([ 1.34939269, 12.74377622])"
707,27475,"array([ 1.35154953, 12.74339384])"
708,12997,"array([ 1.35049066, 12.74293886])"
709,8419,"array([ 1.34866633, 12.74436866])"
710,19814,"array([ 1.34900516, 12.74447908])"
711,24504,"array([ 1.34852198, 12.74412353])"
712,61401,"array([ 1.34818596, 12.74519861])"
713,28890,"array([ 1.35196086, 12.74561514])"
714,45729,"array([ 1.34825444, 12.74414321])"
715,4802,"array([ 1.34857376, 12.74439055])"
716,15867,"array([ 1.34915577, 12.74353918])"
717,37012,"array([ 1.34903177, 12.74446827])"
718,2131,"array([ 1.34832327, 12.74453529])"
719,37698,"array([ 1.35102111, 12.74346942])"
720,22633,"array([ 1.34878222, 12.74435579])"
721,20563,"array([ 1.34898566, 12.74407434])"
722,23,"array([ 1.35127238, 12.74510234])"
723,67295,"array([ 1.34917821, 12.74468147])"
724,15096,"array([ 1.34892799, 12.74532418])"
725,63437,"array([ 1.34907214, 12.74443204])"
726,24,"array([ 1.35002567, 12.74235551])"
727,41335,"array([ 1.34871527, 12.74419986])"
728,25,"array([ 1.34675983, 12.74490363])"
729,51831,"array([ 1.34723411, 12.74386656])"
730,6284,"array([ 1.34720261, 12.74545803])"
731,57761,"array([ 1.34777458, 12.74542877])"
732,21450,"array([ 1.34755245, 12.74494845])"
733,19881,"array([ 1.34744944, 12.74583016])"
734,40426,"array([ 1.34719755, 12.7453164 ])"
735,51591,"array([ 1.34758572, 12.74544023])"
736,28729,"array([ 1.34783289, 12.74515897])"
737,67297,"array([ 1.3479349 , 12.74472902])"
738,25083,"array([ 1.34731414, 12.74492657])"
739,18478,"array([ 1.34746239, 12.74518191])"
740,51973,"array([ 1.34729641, 12.74488735])"
741,22284,"array([ 1.34442529, 12.74529275])"
742,21468,"array([ 1.34695331, 12.7451384 ])"
743,53142,"array([ 1.34727798, 12.74522327])"
744,31412,"array([ 1.34823012, 12.74457446])"
745,18814,"array([ 1.34747371, 12.74533653])"
746,48017,"array([ 1.34641079, 12.74527004])"
747,67819,"array([ 1.34770006, 12.7445287 ])"
748,26016,"array([ 1.34759778, 12.74521386])"
749,53506,"array([ 1.34788608, 12.74514765])"
750,39540,"array([ 1.34686929, 12.74462368])"
751,39752,"array([ 1.34814463, 12.74577049])"
752,7111,"array([ 1.34788064, 12.74530471])"
753,8559,"array([ 1.34750861, 12.74470823])"
754,65224,"array([ 1.34851354, 12.74399415])"
755,40076,"array([ 1.34684557, 12.7451434 ])"
756,36860,"array([ 1.34758843, 12.74501416])"
757,29451,"array([ 1.34725973, 12.74387144])"
758,49787,"array([ 1.34832831, 12.74469315])"
759,25646,"array([ 1.34690985, 12.74523642])"
760,66469,"array([ 1.34729221, 12.74564432])"
761,43185,"array([ 1.34808619, 12.74465629])"
762,11274,"array([ 1.34777515, 12.74548992])"
763,28419,"array([ 1.34809576, 12.74489984])"
764,910,"array([ 1.3465981 , 12.74464805])"
765,55308,"array([ 1.34733234, 12.74503943])"
766,47508,"array([ 1.34821462, 12.74458651])"
767,891,"array([ 1.34688508, 12.74532383])"
768,43441,"array([ 1.34732985, 12.74530543])"
769,26,"array([ 1.34723906, 12.7474325 ])"
770,2239,"array([ 1.34765687, 12.74685417])"
771,49699,"array([ 1.34788289, 12.74605794])"
772,32931,"array([ 1.34737273, 12.74631167])"
773,35745,"array([ 1.34754933, 12.74581689])"
774,46091,"array([ 1.34691558, 12.74707353])"
775,17842,"array([ 1.34766953, 12.74506672])"
776,35872,"array([ 1.34615384, 12.74661834])"
777,62466,"array([ 1.34782575, 12.74509561])"
778,27,"array([ 1.34336949, 12.745258  ])"
779,28,"array([ 1.34402722, 12.74757687])"
780,29,"array([ 1.34554491, 12.74416453])"
781,13760,"array([ 1.34610701, 12.74358414])"
782,23475,"array([ 1.34727248, 12.74466939])"
783,30145,"array([ 1.34758548, 12.74458124])"
784,30,"array([ 1.34767973, 12.74495657])"
785,51850,"array([ 1.34726098, 12.74491418])"
786,58645,"array([ 1.34719858, 12.74529244])"
787,57890,"array([ 1.34829212, 12.74449117])"
788,64316,"array([ 1.34819131, 12.74466764])"
789,13974,"array([ 1.34796685, 12.74468923])"
790,37680,"array([ 1.34897127, 12.74581078])"
791,66489,"array([ 1.34849204, 12.74562049])"
792,37962,"array([ 1.34763096, 12.74481885])"
793,58359,"array([ 1.34697579, 12.74421527])"
794,30775,"array([ 1.3483833 , 12.74490162])"
795,46046,"array([ 1.34830684, 12.74436032])"
796,55679,"array([ 1.34625171, 12.74409041])"
797,45705,"array([ 1.34821036, 12.74496267])"
798,281,"array([ 1.34758107, 12.74547618])"
799,59163,"array([ 1.34845453, 12.7445488 ])"
800,60809,"array([ 1.34814805, 12.7448723 ])"
801,59424,"array([ 1.34788629, 12.74497236])"
802,64745,"array([ 1.34727245, 12.74486151])"
803,1075,"array([ 1.34777733, 12.74493756])"
804,4541,"array([ 1.34784275, 12.74517604])"
805,41798,"array([ 1.34778208, 12.74507732])"
806,53770,"array([ 1.34834589, 12.74479462])"
807,46970,"array([ 1.34615836, 12.74512295])"
808,59985,"array([ 1.34874768, 12.74432792])"
809,60265,"array([ 1.34748462, 12.74491018])"
810,3478,"array([ 1.3478923 , 12.74480873])"
811,40727,"array([ 1.34814303, 12.74303881])"
812,38501,"array([ 1.34772559, 12.74516653])"
813,26757,"array([ 1.34825325, 12.74490222])"
814,45130,"array([ 1.34838152, 12.74418938])"
815,40113,"array([ 1.3466007 , 12.74477995])"
816,69099,"array([ 1.34823353, 12.74454662])"
817,46703,"array([ 1.34790284, 12.74442939])"
818,36918,"array([ 1.3486971 , 12.74515933])"
819,35,"array([ 1.3472629 , 12.74421118])"
820,61669,"array([ 1.34770541, 12.74516524])"
821,21361,"array([ 1.34827289, 12.74447198])"
822,56121,"array([ 1.34811201, 12.74575549])"
823,67588,"array([ 1.34843549, 12.74487174])"
824,9750,"array([ 1.34748465, 12.74527313])"
825,15398,"array([ 1.34815342, 12.74458648])"
826,32531,"array([ 1.34742795, 12.74559061])"
827,13742,"array([ 1.34810566, 12.74453597])"
828,26250,"array([ 1.34732162, 12.74506156])"
829,51359,"array([ 1.34734035, 12.74558392])"
830,64654,"array([ 1.34566098, 12.74520357])"
831,28422,"array([ 1.34811786, 12.74347421])"
832,58434,"array([ 1.34853042, 12.74492607])"
833,30075,"array([ 1.34820689, 12.74449801])"
834,13196,"array([ 1.34769766, 12.74536812])"
835,48104,"array([ 1.34637224, 12.74534527])"
836,67343,"array([ 1.34782156, 12.74493298])"
837,32293,"array([ 1.34812043, 12.74444869])"
838,24931,"array([ 1.34874623, 12.74538913])"
839,4319,"array([ 1.34650462, 12.74391143])"
840,1562,"array([ 1.34840629, 12.74432289])"
841,53014,"array([ 1.34754332, 12.7453736 ])"
842,10572,"array([ 1.34807564, 12.74548782])"
843,64939,"array([ 1.347228  , 12.74418037])"
844,64942,"array([ 1.34842182, 12.74433437])"
845,46507,"array([ 1.348209  , 12.74467862])"
846,48147,"array([ 1.34805967, 12.74482517])"
847,16476,"array([ 1.34808828, 12.74461697])"
848,35604,"array([ 1.34797986, 12.74487537])"
849,51387,"array([ 1.34789793, 12.74540668])"
850,57362,"array([ 1.34737255, 12.74482815])"
851,40711,"array([ 1.34761366, 12.74541377])"
852,36963,"array([ 1.3482289 , 12.74433742])"
853,17867,"array([ 1.34853958, 12.74541388])"
854,61891,"array([ 1.34812111, 12.74492881])"
855,48430,"array([ 1.34824471, 12.74456732])"
856,10586,"array([ 1.34780533, 12.74467396])"
857,44340,"array([ 1.34711213, 12.74452712])"
858,67093,"array([ 1.34759007, 12.74489558])"
859,39119,"array([ 1.3479592 , 12.74497887])"
860,68414,"array([ 1.34731243, 12.74513078])"
861,24406,"array([ 1.34731368, 12.74583297])"
862,19792,"array([ 1.34762962, 12.74736961])"
863,35825,"array([ 1.34834352, 12.74454101])"
864,37515,"array([ 1.3478617 , 12.74420231])"
865,44094,"array([ 1.34725859, 12.74445482])"
866,8747,"array([ 1.34701538, 12.7455674 ])"
867,39397,"array([ 1.34687887, 12.74518344])"
868,15705,"array([ 1.34784918, 12.74496334])"
869,41342,"array([ 1.34806593, 12.74504531])"
870,11674,"array([ 1.34792495, 12.74532045])"
871,27090,"array([ 1.34811235, 12.74591281])"
872,47917,"array([ 1.34779129, 12.74539934])"
873,5624,"array([ 1.34806968, 12.74467737])"
874,41347,"array([ 1.34870257, 12.74418716])"
875,15715,"array([ 1.34805536, 12.7444407 ])"
876,26843,"array([ 1.34794651, 12.74512422])"
877,29808,"array([ 1.34767322, 12.74475301])"
878,56182,"array([ 1.34732575, 12.74559338])"
879,27947,"array([ 1.34732016, 12.74489357])"
880,65504,"array([ 1.34829119, 12.74463932])"
881,65239,"array([ 1.34707649, 12.74499568])"
882,25260,"array([ 1.34767617, 12.74515365])"
883,30676,"array([ 1.34833274, 12.74438324])"
884,7817,"array([ 1.34791949, 12.74477801])"
885,41373,"array([ 1.34793914, 12.74486108])"
886,45979,"array([ 1.34748772, 12.74586171])"
887,63985,"array([ 1.34745621, 12.74571764])"
888,9193,"array([ 1.34774358, 12.74502386])"
889,7676,"array([ 1.34728974, 12.74509936])"
890,6838,"array([ 1.34810649, 12.74457683])"
891,43595,"array([ 1.34803067, 12.7449024 ])"
892,18731,"array([ 1.34801601, 12.74555117])"
893,14966,"array([ 1.34819231, 12.74475682])"
894,41177,"array([ 1.34834835, 12.74433911])"
895,7973,"array([ 1.34739228, 12.74557516])"
896,67032,"array([ 1.34848296, 12.74470376])"
897,12239,"array([ 1.34774268, 12.74529632])"
898,134,"array([ 1.34784636, 12.74483039])"
899,37835,"array([ 1.34719478, 12.74491721])"
900,12131,"array([ 1.34658057, 12.74531085])"
901,67953,"array([ 1.34776186, 12.74377957])"
902,30699,"array([ 1.34817603, 12.74499076])"
903,9863,"array([ 1.34759393, 12.74526938])"
904,26331,"array([ 1.34792054, 12.74463361])"
905,51188,"array([ 1.34847348, 12.74483864])"
906,12211,"array([ 1.3470619 , 12.74531382])"
907,24329,"array([ 1.34771783, 12.74501179])"
908,55260,"array([ 1.3476734 , 12.74517552])"
909,63937,"array([ 1.34782979, 12.74517574])"
910,4923,"array([ 1.34695316, 12.74485395])"
911,34317,"array([ 1.34714054, 12.74506772])"
912,39456,"array([ 1.34842468, 12.74501558])"
913,12518,"array([ 1.34835117, 12.74554601])"
914,60683,"array([ 1.34763378, 12.74469984])"
915,11463,"array([ 1.34836561, 12.74468717])"
916,38383,"array([ 1.34741653, 12.7451368 ])"
917,50932,"array([ 1.3484119 , 12.74521942])"
918,19020,"array([ 1.34806447, 12.74413405])"
919,36517,"array([ 1.34758011, 12.74468129])"
920,5726,"array([ 1.3476856 , 12.74520431])"
921,44640,"array([ 1.3467524 , 12.74536889])"
922,37328,"array([ 1.3468345 , 12.74478044])"
923,22292,"array([ 1.34770717, 12.74610044])"
924,33253,"array([ 1.3476474 , 12.74463509])"
925,62071,"array([ 1.34818937, 12.74472257])"
926,35409,"array([ 1.3485938 , 12.74414194])"
927,16295,"array([ 1.34775241, 12.7449795 ])"
928,46545,"array([ 1.34842855, 12.74474779])"
929,48779,"array([ 1.34728277, 12.74457227])"
930,8283,"array([ 1.34843284, 12.74423977])"
931,68619,"array([ 1.34807804, 12.74542604])"
932,46130,"array([ 1.34784843, 12.74502774])"
933,64127,"array([ 1.34800894, 12.74479814])"
934,40898,"array([ 1.34809641, 12.74473029])"
935,1258,"array([ 1.3474704, 12.745281 ])"
936,34916,"array([ 1.34829658, 12.74458396])"
937,32045,"array([ 1.34781254, 12.74482538])"
938,13509,"array([ 1.34782591, 12.7448864 ])"
939,50601,"array([ 1.34822422, 12.74461166])"
940,40916,"array([ 1.34759844, 12.7454786 ])"
941,69337,"array([ 1.34783953, 12.74556015])"
942,26395,"array([ 1.34810026, 12.74484926])"
943,33541,"array([ 1.34823577, 12.74442659])"
944,37855,"array([ 1.3482608 , 12.74491028])"
945,21743,"array([ 1.34831161, 12.74476097])"
946,44992,"array([ 1.34749376, 12.74459056])"
947,14475,"array([ 1.34811854, 12.74466861])"
948,18415,"array([ 1.34756713, 12.74476818])"
949,53690,"array([ 1.34840165, 12.74378099])"
950,35755,"array([ 1.3480018 , 12.74528765])"
951,6942,"array([ 1.34807055, 12.74491737])"
952,19352,"array([ 1.34789426, 12.74406128])"
953,45150,"array([ 1.34700752, 12.74466453])"
954,63236,"array([ 1.34813495, 12.74447658])"
955,3399,"array([ 1.34759588, 12.74484279])"
956,25357,"array([ 1.34681423, 12.74471998])"
957,37636,"array([ 1.34803707, 12.74544164])"
958,27233,"array([ 1.34819884, 12.74600467])"
959,18817,"array([ 1.34809595, 12.74517842])"
960,6080,"array([ 1.34803165, 12.74472435])"
961,4734,"array([ 1.34793607, 12.7446302 ])"
962,16461,"array([ 1.34774861, 12.74477427])"
963,16352,"array([ 1.34807794, 12.744455  ])"
964,38702,"array([ 1.34747134, 12.74500589])"
965,30507,"array([ 1.34751753, 12.74459893])"
966,57238,"array([ 1.3482815 , 12.74528554])"
967,52901,"array([ 1.34788169, 12.74510687])"
968,24818,"array([ 1.34776954, 12.74457164])"
969,16885,"array([ 1.34764999, 12.74513334])"
970,28075,"array([ 1.34740613, 12.74473273])"
971,5797,"array([ 1.34828875, 12.74446062])"
972,1418,"array([ 1.34913061, 12.74615788])"
973,8078,"array([ 1.34796138, 12.74490274])"
974,8337,"array([ 1.3476035 , 12.74489125])"
975,3942,"array([ 1.34804979, 12.74475054])"
976,38350,"array([ 1.34800451, 12.744883  ])"
977,11606,"array([ 1.34828066, 12.74520507])"
978,8928,"array([ 1.34776273, 12.74472519])"
979,34412,"array([ 1.34813874, 12.74492768])"
980,22946,"array([ 1.34573207, 12.74601947])"
981,20091,"array([ 1.34832716, 12.74550363])"
982,28084,"array([ 1.34822734, 12.7442174 ])"
983,29958,"array([ 1.34798718, 12.74498518])"
984,10476,"array([ 1.34853773, 12.74402447])"
985,11763,"array([ 1.34702688, 12.74529491])"
986,30277,"array([ 1.34800109, 12.74468307])"
