# index, _pos
687,"array([13.12548126,  7.46562182])"
688,"array([13.12505812,  7.46563079])"
689,"array([13.12406199,  7.45870636])"
690,"array([13.12370744,  7.46103065])"
691,"array([13.12888262,  7.46145112])"
692,"array([13.1284683 ,  7.46334446])"
693,"array([13.12812697,  7.46370638])"
694,"array([13.12753054,  7.46291816])"
695,"array([13.11943262,  7.46379703])"
696,"array([13.11353521,  7.46539892])"
697,"array([13.11344701,  7.46517259])"
698,"array([13.11608213,  7.46184471])"
699,"array([13.11367565,  7.46560554])"
700,"array([13.13012812,  7.46031857])"
701,"array([13.13122244,  7.46011599])"
702,"array([13.13114478,  7.46023693])"
703,"array([13.13109407,  7.46011527])"
704,"array([13.12513132,  7.46060959])"
705,"array([13.12529787,  7.45831382])"
706,"array([13.13028149,  7.46002636])"
707,"array([13.12178279,  7.45636832])"
708,"array([13.1177806 ,  7.45038981])"
709,"array([13.11770896,  7.45018192])"
710,"array([13.11797916,  7.45014402])"
711,"array([13.11751542,  7.45043207])"
712,"array([13.12031047,  7.45661741])"
713,"array([13.12652419,  7.45334793])"
714,"array([13.12609578,  7.45437213])"
715,"array([13.12632972,  7.45661734])"
716,"array([13.12614388,  7.45332967])"
717,"array([13.12420503,  7.46025092])"
718,"array([13.12380551,  7.45846416])"
719,"array([13.12573092,  7.45504069])"
720,"array([13.12550638,  7.45655174])"
721,"array([13.12632812,  7.45340615])"
722,"array([13.12641204,  7.45331941])"
723,"array([13.12437287,  7.45957622])"
724,"array([13.11893356,  7.45728397])"
725,"array([13.12353676,  7.45863638])"
726,"array([13.11946593,  7.45604415])"
727,"array([13.11900945,  7.45688526])"
728,"array([13.12098906,  7.4595108 ])"
729,"array([13.11774762,  7.45653814])"
730,"array([13.11763568,  7.45660147])"
731,"array([13.12104303,  7.45999931])"
732,"array([13.12000668,  7.46096426])"
733,"array([13.11884209,  7.46318421])"
734,"array([13.12298355,  7.458209  ])"
735,"array([13.12679354,  7.45039366])"
736,"array([13.1239256 ,  7.45510657])"
737,"array([13.12225345,  7.45986751])"
738,"array([13.1252391 ,  7.46298721])"
739,"array([13.12264577,  7.45713133])"
740,"array([13.12485269,  7.46264602])"
741,"array([13.12175466,  7.46368137])"
742,"array([13.11999514,  7.46231902])"
743,"array([13.12063666,  7.46030881])"
744,"array([13.11966391,  7.46272784])"
745,"array([13.12850967,  7.46233287])"
746,"array([13.12169485,  7.46036221])"
747,"array([13.11985552,  7.46339379])"
748,"array([13.12795934,  7.46297471])"
749,"array([13.12383365,  7.45914141])"
750,"array([13.11638012,  7.4665082 ])"
751,"array([13.12667047,  7.46704764])"
752,"array([13.12701462,  7.46193574])"
753,"array([13.12796316,  7.46680566])"
754,"array([13.12474382,  7.46531927])"
755,"array([13.12392153,  7.45988672])"
756,"array([13.12068594,  7.46460294])"
757,"array([13.12159677,  7.45886558])"
758,"array([13.12312201,  7.4678922 ])"
759,"array([13.12213967,  7.46009281])"
760,"array([13.12810031,  7.45812133])"
761,"array([13.12077308,  7.45950376])"
762,"array([13.12177167,  7.46142185])"
763,"array([13.12315831,  7.46012698])"
764,"array([13.12537501,  7.46648104])"
765,"array([13.12583692,  7.45909842])"
766,"array([13.12537151,  7.45963229])"
767,"array([13.1251375 ,  7.46132362])"
768,"array([13.1255449 ,  7.46462466])"
769,"array([13.12707885,  7.46469383])"
770,"array([13.12494402,  7.46173074])"
771,"array([13.12980987,  7.46253228])"
772,"array([13.12014049,  7.4575917 ])"
773,"array([13.12442347,  7.46132324])"
774,"array([13.12499673,  7.46011249])"
775,"array([13.12333961,  7.46345431])"
776,"array([13.12426583,  7.46227029])"
777,"array([13.12417067,  7.46310491])"
778,"array([13.12345056,  7.4647615 ])"
779,"array([13.12276053,  7.46462831])"
780,"array([13.12360236,  7.46151967])"
781,"array([13.12429354,  7.46099631])"
782,"array([13.12145122,  7.46268145])"
783,"array([13.12404135,  7.46434496])"
784,"array([13.12134572,  7.46153773])"
785,"array([13.12448897,  7.46066594])"
786,"array([13.12460876,  7.45909392])"
787,"array([13.1256396 ,  7.45758562])"
788,"array([13.1313275 ,  7.45692562])"
789,"array([13.12072137,  7.46347971])"
790,"array([13.12622005,  7.46337755])"
791,"array([13.12751101,  7.4635029 ])"
792,"array([13.12555928,  7.4629826 ])"
793,"array([13.12231019,  7.45822764])"
794,"array([13.12301424,  7.45976092])"
795,"array([13.12943497,  7.46614051])"
796,"array([13.1273103 ,  7.46235703])"
797,"array([13.12392812,  7.46298392])"
798,"array([13.12418883,  7.46695773])"
799,"array([13.12785514,  7.46523612])"
800,"array([13.12988051,  7.46076791])"
801,"array([13.13057606,  7.46143193])"
802,"array([13.122652  ,  7.46166997])"
803,"array([13.12437216,  7.46149221])"
804,"array([13.12322827,  7.4591018 ])"
805,"array([13.11916969,  7.46398887])"
806,"array([13.1229591 ,  7.45855961])"
807,"array([13.12468663,  7.46137754])"
808,"array([13.12240034,  7.46735739])"
809,"array([13.12309005,  7.46221462])"
810,"array([13.12742121,  7.46607525])"
811,"array([13.126678  ,  7.46520375])"
812,"array([13.12384599,  7.46614881])"
813,"array([13.12356777,  7.46062872])"
814,"array([13.12526174,  7.46133604])"
815,"array([13.12343644,  7.46075581])"
816,"array([13.12272195,  7.46436768])"
817,"array([13.12633599,  7.46529069])"
818,"array([13.12384298,  7.45937573])"
819,"array([13.12167371,  7.45948648])"
820,"array([13.12228019,  7.45942209])"
821,"array([13.1186837 ,  7.46563068])"
822,"array([13.11764297,  7.46250383])"
823,"array([13.1174311 ,  7.46213169])"
824,"array([13.12339931,  7.4614623 ])"
825,"array([13.12282557,  7.46174918])"
826,"array([13.12444259,  7.46266918])"
827,"array([13.12905058,  7.46110757])"
828,"array([13.12201066,  7.45929918])"
829,"array([13.11974685,  7.46114495])"
830,"array([13.1216782 ,  7.45873047])"
831,"array([13.12206069,  7.46284026])"
832,"array([13.12450506,  7.46127079])"
833,"array([13.12553501,  7.45837987])"
834,"array([13.12052184,  7.4550224 ])"
835,"array([13.12716923,  7.46438749])"
836,"array([13.12383388,  7.4608988 ])"
837,"array([13.12032427,  7.46292479])"
838,"array([13.12279806,  7.4655042 ])"
839,"array([13.12456548,  7.45739558])"
840,"array([13.12883591,  7.46185285])"
841,"array([13.12292431,  7.45883295])"
842,"array([13.12233579,  7.46171938])"
843,"array([13.12168588,  7.46134026])"
844,"array([13.12450799,  7.46163457])"
845,"array([13.13025414,  7.46397008])"
846,"array([13.12517082,  7.46189614])"
847,"array([13.12451981,  7.46071295])"
848,"array([13.1238812 ,  7.45892278])"
849,"array([13.12307108,  7.46301769])"
850,"array([13.12450569,  7.45623671])"
851,"array([13.12399658,  7.46418931])"
852,"array([13.12492073,  7.46125235])"
853,"array([13.11970403,  7.46255825])"
854,"array([13.12899808,  7.4615811 ])"
855,"array([13.12273275,  7.45967026])"
856,"array([13.12378143,  7.45875026])"
857,"array([13.12381727,  7.45958947])"
858,"array([13.12742083,  7.45626944])"
859,"array([13.12262878,  7.45721846])"
860,"array([13.11936061,  7.45835295])"
861,"array([13.12016465,  7.46294204])"
862,"array([13.12709623,  7.45979185])"
863,"array([13.13065935,  7.46134507])"
864,"array([13.12792607,  7.46023654])"
865,"array([13.12624198,  7.45988243])"
866,"array([13.12049064,  7.45995098])"
867,"array([13.12334497,  7.46197301])"
868,"array([13.12731281,  7.46317825])"
869,"array([13.12089005,  7.46585987])"
870,"array([13.1237427,  7.4639325])"
871,"array([13.12486154,  7.46454351])"
872,"array([13.12418803,  7.46421965])"
873,"array([13.12500329,  7.4600501 ])"
874,"array([13.13204257,  7.46426972])"
875,"array([13.12244645,  7.45981643])"
876,"array([13.12848242,  7.46561504])"
877,"array([13.1214241 ,  7.46278459])"
878,"array([13.12694273,  7.45934872])"
879,"array([13.1181375 ,  7.45490928])"
880,"array([13.12405741,  7.45883035])"
881,"array([13.12427077,  7.461977  ])"
882,"array([13.11963988,  7.45839278])"
883,"array([13.12181874,  7.45924292])"
884,"array([13.12648127,  7.46797235])"
885,"array([13.12315788,  7.45872706])"
886,"array([13.12840571,  7.45915028])"
887,"array([13.1183277,  7.458001 ])"
888,"array([13.12873043,  7.46514134])"
889,"array([13.12390045,  7.46135054])"
890,"array([13.12182647,  7.4623337 ])"
891,"array([13.12070357,  7.46204385])"
892,"array([13.11863353,  7.45827347])"
893,"array([13.12546732,  7.45959674])"
894,"array([13.12435638,  7.46026545])"
895,"array([13.12459136,  7.45973967])"
896,"array([13.12133721,  7.46187014])"
897,"array([13.12203046,  7.45634482])"
898,"array([13.12258764,  7.45883965])"
899,"array([13.12298167,  7.46122447])"
900,"array([13.12410709,  7.45883807])"
901,"array([13.12433696,  7.46093992])"
902,"array([13.12298634,  7.46130853])"
903,"array([13.12351902,  7.45675672])"
904,"array([13.12333701,  7.45987393])"
905,"array([13.12464479,  7.45799432])"
906,"array([13.12342631,  7.45524713])"
907,"array([13.12617168,  7.46145169])"
908,"array([13.12340292,  7.45915341])"
909,"array([13.12579817,  7.45949268])"
910,"array([13.12906207,  7.46101658])"
911,"array([13.12444309,  7.45948028])"
912,"array([13.12088209,  7.45733643])"
913,"array([13.11799489,  7.46399379])"
914,"array([13.12428734,  7.4650376 ])"
915,"array([13.12238306,  7.4629332 ])"
916,"array([13.12206724,  7.46273518])"
917,"array([13.1208211 ,  7.46253017])"
918,"array([13.11905684,  7.46335026])"
919,"array([13.12037902,  7.46060921])"
920,"array([13.13025302,  7.46354005])"
921,"array([13.12182822,  7.4630866 ])"
922,"array([13.12336685,  7.46166381])"
923,"array([13.12123171,  7.46605052])"
924,"array([13.12614736,  7.46911168])"
925,"array([13.11858333,  7.46079784])"
926,"array([13.11854485,  7.46038431])"
927,"array([13.12690246,  7.45536996])"
928,"array([13.12427863,  7.46713865])"
929,"array([13.12028867,  7.45758021])"
930,"array([13.12084182,  7.46011975])"
931,"array([13.1312843 ,  7.46037007])"
932,"array([13.11759095,  7.46758446])"
933,"array([13.1242426 ,  7.45948071])"
934,"array([13.12494533,  7.45852552])"
935,"array([13.12875961,  7.45772461])"
936,"array([13.12423486,  7.45920632])"
937,"array([13.12007216,  7.46237278])"
938,"array([13.11953894,  7.46319371])"
939,"array([13.12332353,  7.46065543])"
940,"array([13.12433876,  7.46240678])"
941,"array([13.11888597,  7.46432664])"
942,"array([13.12138989,  7.4551987 ])"
943,"array([13.12576535,  7.46697817])"
944,"array([13.11996963,  7.46373522])"
945,"array([13.11756712,  7.45936476])"
946,"array([13.11996074,  7.45921866])"
947,"array([13.11895559,  7.45984942])"
948,"array([13.12110199,  7.4614581 ])"
949,"array([13.12002462,  7.46468625])"
950,"array([13.12774649,  7.46529964])"
951,"array([13.12130732,  7.46296962])"
952,"array([13.1261135,  7.468199 ])"
953,"array([13.12024284,  7.46385961])"
954,"array([13.12188273,  7.45656234])"
955,"array([13.11739032,  7.45830368])"
956,"array([13.12885585,  7.46058165])"
957,"array([13.12905684,  7.46382055])"
958,"array([13.12517275,  7.46673738])"
959,"array([13.12488819,  7.46289847])"
960,"array([13.12987814,  7.46107655])"
961,"array([13.12807234,  7.45959292])"
962,"array([13.12382065,  7.45744227])"
963,"array([13.12722212,  7.46555275])"
964,"array([13.12834358,  7.46080185])"
965,"array([13.12848161,  7.46164484])"
966,"array([13.12570232,  7.46485939])"
967,"array([13.11998974,  7.46440014])"
968,"array([13.12107432,  7.46319179])"
969,"array([13.12046131,  7.45827883])"
970,"array([13.12805179,  7.46099194])"
971,"array([13.12687097,  7.46225022])"
972,"array([13.12206719,  7.46080188])"
973,"array([13.12337087,  7.45856179])"
974,"array([13.12642519,  7.46586028])"
975,"array([13.12097577,  7.46513903])"
976,"array([13.1199164 ,  7.46287961])"
977,"array([13.12858273,  7.46385643])"
978,"array([13.12303307,  7.4668656 ])"
979,"array([13.12841372,  7.46248306])"
980,"array([13.11715161,  7.46244422])"
981,"array([13.11926044,  7.45748683])"
982,"array([13.12031599,  7.45927132])"
983,"array([13.12620874,  7.46042383])"
984,"array([13.1257222 ,  7.46061035])"
985,"array([13.12645201,  7.45633622])"
986,"array([13.12511518,  7.46033116])"
987,"array([13.12559509,  7.46123778])"
988,"array([13.12433595,  7.46209733])"
989,"array([13.1231152 ,  7.46087914])"
990,"array([13.12821306,  7.46096048])"
991,"array([13.12483861,  7.46126195])"
992,"array([13.12286353,  7.45992036])"
993,"array([13.12298154,  7.46276372])"
994,"array([13.11848123,  7.45975957])"
995,"array([13.12139214,  7.46086256])"
996,"array([13.12213254,  7.46199287])"
997,"array([13.11960605,  7.45892232])"
998,"array([13.12017338,  7.46687192])"
999,"array([13.12776632,  7.46628994])"
1000,"array([13.12093833,  7.45546436])"
1001,"array([13.1271778 ,  7.46609221])"
1002,"array([13.12517055,  7.46601006])"
1003,"array([13.12626289,  7.46686755])"
1004,"array([13.12646258,  7.46476339])"
1005,"array([13.12607276,  7.46466033])"
1006,"array([13.12881695,  7.46542218])"
1007,"array([13.11902123,  7.46142372])"
1008,"array([13.12327922,  7.45906235])"
1009,"array([13.12303648,  7.45699592])"
1010,"array([13.12250736,  7.45952592])"
1011,"array([13.18182874,  7.45632239])"
1012,"array([13.1238756,  7.4595705])"
1013,"array([13.12797444,  7.46502399])"
1014,"array([13.12718357,  7.45475149])"
1015,"array([13.12839311,  7.46025571])"
1016,"array([13.12417485,  7.46207145])"
1017,"array([13.12473412,  7.45952131])"
1018,"array([13.12594089,  7.46041311])"
1019,"array([13.12031715,  7.46684691])"
1020,"array([13.1244699 ,  7.46611304])"
1021,"array([13.12293843,  7.4597848 ])"
1022,"array([13.12248332,  7.46097351])"
1023,"array([13.12404226,  7.46346375])"
1024,"array([13.12598198,  7.46635095])"
1025,"array([13.12300003,  7.46613001])"
1026,"array([13.12823767,  7.46227608])"
1027,"array([13.12339028,  7.46191583])"
1028,"array([13.12280849,  7.46430998])"
1029,"array([13.1207625 ,  7.46041241])"
1030,"array([13.12255556,  7.45783329])"
1031,"array([13.12366293,  7.46234055])"
1032,"array([13.11970179,  7.45962728])"
1033,"array([13.12221211,  7.46041169])"
1034,"array([13.12507813,  7.45878983])"
1035,"array([13.1281916 ,  7.46424293])"
1036,"array([13.12389613,  7.46364032])"
1037,"array([13.12517288,  7.46022667])"
1038,"array([13.12801075,  7.46305012])"
1039,"array([13.12301411,  7.46115028])"
1040,"array([13.12460996,  7.46079562])"
1041,"array([13.12090512,  7.46127565])"
1042,"array([13.11911279,  7.46647859])"
1043,"array([13.12361781,  7.45882099])"
1044,"array([13.12331017,  7.46150801])"
1045,"array([13.12533762,  7.46191289])"
1046,"array([13.11990867,  7.46016988])"
1047,"array([13.12369132,  7.46344273])"
1048,"array([13.1239441 ,  7.45927892])"
1049,"array([13.12134268,  7.45843448])"
1050,"array([13.12374902,  7.46673428])"
1051,"array([13.12470895,  7.45990169])"
1052,"array([13.12395772,  7.46257714])"
1053,"array([13.12686116,  7.46071681])"
1054,"array([13.12343819,  7.45994816])"
1055,"array([13.12288474,  7.45937228])"
1056,"array([13.12175247,  7.45972938])"
1057,"array([13.12331666,  7.45473995])"
1058,"array([13.12198398,  7.45313242])"
1059,"array([13.11705744,  7.45545987])"
1060,"array([13.12493678,  7.46856958])"
1061,"array([13.12200969,  7.46231489])"
1062,"array([13.12392431,  7.46168292])"
1063,"array([13.12293617,  7.46090711])"
1064,"array([13.12356185,  7.466052  ])"
1065,"array([13.12081706,  7.463537  ])"
1066,"array([13.12052433,  7.46621744])"
1067,"array([13.12237627,  7.4622972 ])"
1068,"array([13.12215609,  7.46130253])"
1069,"array([13.12339454,  7.46239944])"
1070,"array([13.11952566,  7.46006197])"
1071,"array([13.12524019,  7.46168581])"
1072,"array([13.12039795,  7.45945271])"
1073,"array([13.12318985,  7.45648796])"
1074,"array([13.12445402,  7.46660462])"
1075,"array([13.12630837,  7.45380046])"
1076,"array([13.12365301,  7.45996536])"
1077,"array([13.12434491,  7.46357591])"
1078,"array([13.12344997,  7.46706278])"
1079,"array([13.11998816,  7.46257093])"
1080,"array([13.12660485,  7.4598064 ])"
1081,"array([13.12334515,  7.45957104])"
1082,"array([13.11987878,  7.46438457])"
1083,"array([13.11852187,  7.46582381])"
1084,"array([13.12184925,  7.46282444])"
1085,"array([13.12623851,  7.45995633])"
1086,"array([13.12481863,  7.4646347 ])"
1087,"array([13.12079867,  7.45716976])"
1088,"array([13.11926029,  7.4624831 ])"
1089,"array([13.11890568,  7.46054693])"
1090,"array([13.12680362,  7.46545987])"
1091,"array([13.12674704,  7.46555295])"
1092,"array([13.12358499,  7.45838806])"
1093,"array([13.12341309,  7.4593365 ])"
1094,"array([13.12195831,  7.46357114])"
1095,"array([13.12408261,  7.45973218])"
1096,"array([13.13294884,  7.46776479])"
1097,"array([13.12508507,  7.46158958])"
1098,"array([13.11895595,  7.45650424])"
1099,"array([13.12178035,  7.46339393])"
1100,"array([13.12301035,  7.46173996])"
1101,"array([13.12207041,  7.45855285])"
1102,"array([13.12300502,  7.46137063])"
1103,"array([13.12198033,  7.46115522])"
1104,"array([13.12459693,  7.46042117])"
1105,"array([13.12440549,  7.45982291])"
1106,"array([13.12313048,  7.46040007])"
1107,"array([13.12650606,  7.46019267])"
1108,"array([13.12345417,  7.46005828])"
1109,"array([13.12473608,  7.4574229 ])"
1110,"array([13.12579365,  7.45754287])"
1111,"array([13.1225489 ,  7.45668088])"
1112,"array([13.12218035,  7.45697088])"
1113,"array([13.12502107,  7.46253882])"
1114,"array([13.12367179,  7.4582746 ])"
1115,"array([13.12557339,  7.46115039])"
1116,"array([13.12471372,  7.4612325 ])"
1117,"array([13.12594619,  7.45939852])"
1118,"array([13.12347067,  7.45786292])"
1119,"array([13.13443398,  7.46002582])"
1120,"array([13.12422429,  7.45984509])"
1121,"array([13.1217436 ,  7.45921993])"
1122,"array([13.12452832,  7.45601922])"
1123,"array([13.12700913,  7.45581036])"
1124,"array([13.12219489,  7.46806581])"
1125,"array([13.11992122,  7.45723868])"
