# index, meta, _pos
548,80934,"array([-10.82266079,  -2.58176092])"
549,3981,"array([-10.81133192,  -2.55007081])"
550,61019,"array([-10.80802989,  -2.55018787])"
551,11733,"array([-10.80854895,  -2.53929704])"
552,1104076,"array([-10.88366141,  -2.54576735])"
553,1365,"array([-10.87830908,  -2.54316173])"
554,1134398,"array([-10.83932609,  -2.52084504])"
555,55692,"array([-10.84059541,  -2.52837248])"
556,36591,"array([-10.83945888,  -2.54643847])"
557,2941,"array([-10.83028967,  -2.54356849])"
558,1152337,"array([-10.81115399,  -2.5497209 ])"
559,1623,"array([-10.81614754,  -2.55373604])"
560,1152818,"array([-10.84063088,  -2.55464069])"
561,203035,"array([-10.84549827,  -2.55572275])"
562,7543,"array([-10.80064374,  -2.52120181])"
563,7555,"array([-10.79822725,  -2.51793183])"
564,1112373,"array([-10.81038378,  -2.52117985])"
565,645,"array([-10.81431162,  -2.52759762])"
566,664092,"array([-10.79634502,  -2.56069129])"
567,664093,"array([-10.78867812,  -2.56413798])"
568,661684,"array([-10.81891806,  -2.5107878 ])"
569,632260,"array([-10.82462375,  -2.52293552])"
570,604428,"array([-10.8372201 ,  -2.57120728])"
571,24433,"array([-10.83526808,  -2.561216  ])"
572,509315,"array([-10.84741213,  -2.54336891])"
573,66805,"array([-10.86239278,  -2.53216964])"
574,102057,"array([-10.82232707,  -2.54952849])"
575,5215,"array([-10.81356879,  -2.54297307])"
576,6939,"array([-10.87470659,  -2.51885531])"
577,771674,"array([-10.82809681,  -2.56829246])"
578,145681,"array([-10.83069986,  -2.56820412])"
579,1138582,"array([-10.82812901,  -2.53649152])"
580,717681,"array([-10.82522097,  -2.54284527])"
581,34685,"array([-10.80049482,  -2.55337149])"
582,681,"array([-10.79920281,  -2.55537297])"
583,1104471,"array([-10.85327367,  -2.54102972])"
584,45152,"array([-10.8589066 ,  -2.53810775])"
585,42904,"array([-10.86940302,  -2.55083892])"
586,5871,"array([-10.87544608,  -2.55248069])"
587,9811,"array([-10.83512244,  -2.51812812])"
588,54276,"array([-10.84006486,  -2.52142519])"
589,591839,"array([-10.80004995,  -2.5008875 ])"
590,591570,"array([-10.80495149,  -2.4944401 ])"
591,701490,"array([-10.85422425,  -2.48311533])"
592,701428,"array([-10.85310382,  -2.48285061])"
593,2080,"array([-10.81960424,  -2.55174336])"
594,304856,"array([-10.79133629,  -2.54748164])"
595,392788,"array([-10.80057091,  -2.53981983])"
596,1131749,"array([-10.85786621,  -2.51562081])"
597,33895,"array([-10.86386607,  -2.51971366])"
598,204528,"array([-10.84539866,  -2.49298616])"
599,134647,"array([-10.84331079,  -2.49950269])"
600,1116576,"array([-10.89939226,  -2.52372155])"
601,310742,"array([-10.89010201,  -2.52640865])"
602,520471,"array([-10.88325439,  -2.52044494])"
603,1114004,"array([-10.81188909,  -2.50751936])"
604,73885,"array([-10.81570898,  -2.51734168])"
605,1123737,"array([-10.84333766,  -2.53784186])"
606,463623,"array([-10.84453781,  -2.53262695])"
607,1107321,"array([-10.7771876 ,  -2.53911129])"
608,106316,"array([-10.77797173,  -2.53658829])"
609,1114882,"array([-10.8158973 ,  -2.51538269])"
610,630,"array([-10.81475094,  -2.52015861])"
611,107251,"array([-10.87942368,  -2.52989789])"
612,389715,"array([-10.87883369,  -2.53129023])"
613,1153573,"array([-10.87703117,  -2.5180107 ])"
614,3359,"array([-10.87059612,  -2.51620665])"
615,111196,"array([-10.85316856,  -2.52759797])"
616,15271,"array([-10.84316848,  -2.5262513 ])"
617,8519,"array([-10.83649505,  -2.53507051])"
618,481,"array([-10.82860052,  -2.54763055])"
619,1102451,"array([-10.828557  ,  -2.51308431])"
620,2268,"array([-10.83048462,  -2.50805069])"
621,1138669,"array([-10.83524903,  -2.52146148])"
622,187887,"array([-10.83543945,  -2.52576283])"
623,1130914,"array([-10.83963784,  -2.57338476])"
624,172548,"array([-10.82145479,  -2.56418224])"
625,777637,"array([-10.85053482,  -2.56249422])"
626,45378,"array([-10.85523959,  -2.5695364 ])"
627,74867,"array([-10.86225908,  -2.5238314 ])"
628,8696,"array([-10.86245899,  -2.5199667 ])"
629,1113546,"array([-10.86132111,  -2.54449668])"
630,242708,"array([-10.85543232,  -2.54115502])"
631,196254,"array([-10.81105375,  -2.55732694])"
632,17532,"array([-10.81056927,  -2.56499165])"
633,24421,"array([-10.81308503,  -2.5567461 ])"
634,149832,"array([-10.85341276,  -2.57503205])"
635,122448,"array([-10.84956411,  -2.56467114])"
636,1122337,"array([-10.84239019,  -2.52624087])"
637,48879,"array([-10.83997954,  -2.53058926])"
638,1128991,"array([-10.87649366,  -2.51843728])"
639,103481,"array([-10.87811158,  -2.52510687])"
640,829362,"array([-10.81012266,  -2.54877427])"
641,829529,"array([-10.80832974,  -2.54063862])"
642,830674,"array([-10.84807925,  -2.53479449])"
643,832012,"array([-10.84408849,  -2.53387669])"
644,193525,"array([-10.90151275,  -2.52388363])"
645,70422,"array([-10.89217114,  -2.52469812])"
646,3229,"array([-10.87193415,  -2.54245881])"
647,1129051,"array([-10.86072983,  -2.52096931])"
648,66564,"array([-10.86238564,  -2.51877053])"
649,580812,"array([-10.81605936,  -2.55847202])"
650,7263,"array([-10.80192071,  -2.53345447])"
651,7828,"array([-10.8099132,  -2.5458258])"
652,44677,"array([-10.8026216 ,  -2.53248129])"
653,2464,"array([-10.81171125,  -2.54468236])"
654,1154326,"array([-10.81887992,  -2.53629747])"
655,47951,"array([-10.82728549,  -2.53698619])"
656,1107936,"array([-10.83173428,  -2.50288219])"
657,119323,"array([-10.82944646,  -2.50306592])"
658,1109199,"array([-10.86972254,  -2.52223507])"
659,35,"array([-10.86410344,  -2.52260817])"
660,608296,"array([-10.86802934,  -2.52549629])"
661,687697,"array([-10.8640629 ,  -2.52376445])"
662,118004,"array([-10.80865599,  -2.5624382 ])"
663,1116481,"array([-10.78431592,  -2.50420381])"
664,116181,"array([-10.7928169 ,  -2.49612723])"
665,47569,"array([-10.86529376,  -2.50312718])"
666,15471,"array([-10.86380951,  -2.51065802])"
667,674090,"array([-10.81872373,  -2.56281194])"
668,11126,"array([-10.82398479,  -2.56996169])"
669,739280,"array([-10.81934727,  -2.56084255])"
670,367305,"array([-10.82984549,  -2.55752474])"
671,1112963,"array([-10.831382  ,  -2.54497836])"
672,230366,"array([-10.82838836,  -2.55003091])"
673,666621,"array([-10.81934665,  -2.55272315])"
674,68129,"array([-10.82332219,  -2.55909096])"
675,1123949,"array([-10.85683425,  -2.53841631])"
676,25548,"array([-10.85067665,  -2.53812689])"
677,509916,"array([-10.81749998,  -2.52404823])"
678,63526,"array([-10.80814276,  -2.51883339])"
679,3423,"array([-10.80391534,  -2.55000584])"
680,8349,"array([-10.81130923,  -2.54427993])"
681,2020,"array([-10.8726436 ,  -2.60261484])"
682,9776,"array([-10.87653457,  -2.6090283 ])"
683,1145944,"array([-10.81587661,  -2.48957388])"
684,881494,"array([-10.81665917,  -2.48705907])"
685,1140943,"array([-10.83082926,  -2.53681241])"
686,866541,"array([-10.83510266,  -2.54017847])"
687,13032,"array([-10.79994655,  -2.54884259])"
688,452,"array([-10.798509  ,  -2.54825829])"
689,11829,"array([-10.84134733,  -2.52015843])"
690,2291,"array([-10.83588865,  -2.51505189])"
691,1136862,"array([-10.83647617,  -2.55299773])"
692,3679,"array([-10.82867191,  -2.54829154])"
693,150939,"array([-10.79667241,  -2.54092422])"
694,153667,"array([-10.83188037,  -2.53132157])"
695,726,"array([-10.83374991,  -2.53535601])"
696,752174,"array([-10.82084873,  -2.54340896])"
697,141,"array([-10.81893639,  -2.5530252 ])"
698,505888,"array([-10.81524839,  -2.5492523 ])"
699,73707,"array([-10.80032185,  -2.53921222])"
700,1117793,"array([-10.80749573,  -2.54927993])"
701,83161,"array([-10.82905537,  -2.55905998])"
702,1116066,"array([-10.8213761 ,  -2.55673193])"
703,298732,"array([-10.82037733,  -2.55252967])"
704,1008420,"array([-10.88274495,  -2.56418131])"
705,1136601,"array([-10.81477578,  -2.5554788 ])"
706,3318,"array([-10.80958727,  -2.55145251])"
707,1135470,"array([-10.83289364,  -2.51810523])"
708,165130,"array([-10.81529833,  -2.54004295])"
709,21184,"array([-10.81598357,  -2.54726394])"
710,934590,"array([-10.82216377,  -2.56537486])"
711,87403,"array([-10.81892749,  -2.56693282])"
712,13604,"array([-10.84938444,  -2.52600008])"
713,108144,"array([-10.85023381,  -2.51931634])"
714,75693,"array([-10.86772926,  -2.52987845])"
715,74862,"array([-10.87011463,  -2.53224109])"
716,1112903,"array([-10.81014099,  -2.54928086])"
717,229335,"array([-10.81565826,  -2.53651718])"
718,741803,"array([-10.88407727,  -2.52432855])"
719,197452,"array([-10.88042921,  -2.53533605])"
720,1103960,"array([-10.86050972,  -2.52965486])"
721,81695,"array([-10.87484497,  -2.53173184])"
722,295824,"array([-10.86980835,  -2.53383342])"
723,144,"array([-10.81866951,  -2.55267334])"
724,69013,"array([-10.8177227 ,  -2.55764898])"
725,1137813,"array([-10.8221985 ,  -2.50511612])"
726,797313,"array([-10.82695658,  -2.51141903])"
727,1116087,"array([-10.8785692 ,  -2.50218337])"
728,62394,"array([-10.8707878 ,  -2.50660588])"
729,24145,"array([-10.86929339,  -2.54551547])"
730,24129,"array([-10.86421473,  -2.53732467])"
731,185058,"array([-10.7928516 ,  -2.53109973])"
732,12703,"array([-10.79847072,  -2.52936321])"
733,176886,"array([-10.82722103,  -2.54859634])"
734,69998,"array([-10.82810412,  -2.54752468])"
735,192223,"array([-10.81622774,  -2.55457589])"
736,618277,"array([-10.82044605,  -2.5560029 ])"
737,31201,"array([-10.82164804,  -2.56593245])"
738,177539,"array([-10.83143612,  -2.5130492 ])"
739,219,"array([-10.85326922,  -2.51519029])"
740,15408,"array([-10.81680748,  -2.5474955 ])"
741,2475,"array([-10.82000622,  -2.54658815])"
742,1106957,"array([-10.82576454,  -2.56177647])"
743,9491,"array([-10.82960945,  -2.56565887])"
744,669549,"array([-10.8397236 ,  -2.55178521])"
745,15718,"array([-10.83799172,  -2.54170061])"
746,1109546,"array([-10.82846282,  -2.53899611])"
747,3508,"array([-10.8286895 ,  -2.55086705])"
748,44634,"array([-10.79900671,  -2.53085251])"
749,1119193,"array([-10.83424665,  -2.53691878])"
750,34816,"array([-10.83601125,  -2.54555058])"
751,19896,"array([-10.86519236,  -2.53453407])"
752,1152119,"array([-10.80546387,  -2.51795473])"
753,19586,"array([-10.8006666,  -2.5092783])"
754,479795,"array([-10.82110814,  -2.52721986])"
755,303880,"array([-10.8117134 ,  -2.53029321])"
756,98893,"array([-10.82272528,  -2.57522846])"
757,38931,"array([-10.82229649,  -2.57096595])"
758,4174,"array([-10.85192295,  -2.54034084])"
759,1116991,"array([-10.83459059,  -2.50834649])"
760,2222,"array([-10.83317795,  -2.51569227])"
761,418371,"array([-10.78833809,  -2.55051122])"
762,17509,"array([-10.78529837,  -2.55322707])"
763,18251,"array([-10.87532458,  -2.53351235])"
764,18247,"array([-10.8713384 ,  -2.53941952])"
765,1107510,"array([-10.86804497,  -2.57211047])"
766,110104,"array([-10.86851921,  -2.57274547])"
767,9220,"array([-10.82990857,  -2.56707976])"
768,1115956,"array([-10.79609449,  -2.5309851 ])"
769,15137,"array([-10.80662298,  -2.53876233])"
770,1103728,"array([-10.78862885,  -2.53290612])"
771,212928,"array([-10.87730001,  -2.5301842 ])"
772,28485,"array([-10.87164814,  -2.53287112])"
773,73756,"array([-10.82596871,  -2.56976687])"
774,30760,"array([-10.83039642,  -2.55641266])"
775,2078,"array([-10.81435219,  -2.54042   ])"
776,406845,"array([-10.83324492,  -2.54222785])"
777,53190,"array([-10.81899711,  -2.54652552])"
778,1103247,"array([-10.80867818,  -2.51365326])"
779,3919,"array([-10.81319914,  -2.51580393])"
780,1122176,"array([-10.85907057,  -2.58186863])"
781,1154380,"array([-10.84674643,  -2.53145234])"
782,84637,"array([-10.84853656,  -2.52907706])"
783,1154347,"array([-10.83110406,  -2.56383117])"
784,105915,"array([-10.83150395,  -2.5629144 ])"
785,1107291,"array([-10.92236593,  -2.53177637])"
786,105672,"array([-10.91551118,  -2.53259766])"
787,1123122,"array([-10.81396501,  -2.51904837])"
788,191062,"array([-10.81806449,  -2.52437272])"
789,54914,"array([-10.80355786,  -2.52348789])"
790,26479,"array([-10.8013727 ,  -2.52304567])"
791,78706,"array([-10.84116031,  -2.56906925])"
792,19123,"array([-10.84217535,  -2.56183636])"
793,87006,"array([-10.8519529 ,  -2.51998899])"
794,4782,"array([-10.84462369,  -2.52246619])"
795,181674,"array([-10.82484785,  -2.55521676])"
796,1138158,"array([-10.84706286,  -2.53776007])"
797,4524,"array([-10.84724942,  -2.54575823])"
798,2146,"array([-10.82631908,  -2.51159345])"
799,12164,"array([-10.8468706 ,  -2.51599956])"
800,13226,"array([-10.8446564 ,  -2.51134763])"
801,1126773,"array([-10.80881476,  -2.56117036])"
802,540985,"array([-10.8047753 ,  -2.56810923])"
803,95198,"array([-10.87318739,  -2.50771588])"
804,38845,"array([-10.87522767,  -2.5047282 ])"
805,198780,"array([-10.8115168 ,  -2.52139006])"
806,2808,"array([-10.81019138,  -2.53047448])"
807,1919,"array([-10.85366614,  -2.51606113])"
808,92892,"array([-10.84487087,  -2.50940314])"
809,78153,"array([-10.81512198,  -2.50821836])"
810,59601,"array([-10.81136547,  -2.5013484 ])"
811,59838,"array([-10.79971235,  -2.52601842])"
812,43008,"array([-10.79742991,  -2.52877279])"
813,1135157,"array([-10.86361499,  -2.55250531])"
814,735310,"array([-10.86415385,  -2.55145167])"
815,13079,"array([-10.80957521,  -2.53657629])"
816,584595,"array([-10.82323007,  -2.56288319])"
817,5513,"array([-10.82481398,  -2.56935796])"
818,26570,"array([-10.80485666,  -2.55445479])"
819,3441,"array([-10.80887629,  -2.5539323 ])"
820,1111832,"array([-10.93619273,  -2.53670011])"
821,206918,"array([-10.93071796,  -2.53769653])"
822,1112212,"array([-10.80701805,  -2.55622491])"
823,1628,"array([-10.80924539,  -2.55306174])"
824,750776,"array([-10.81671529,  -2.55845554])"
825,750775,"array([-10.8201943 ,  -2.56197125])"
826,6196,"array([-10.8645002 ,  -2.52995897])"
827,114,"array([-10.86754783,  -2.53228896])"
828,1027644,"array([-10.82260492,  -2.53894857])"
829,47960,"array([-10.82335898,  -2.53670278])"
830,1126809,"array([-10.82545545,  -2.57532895])"
831,1153087,"array([-10.87374755,  -2.52526148])"
832,6917,"array([-10.87749758,  -2.52279762])"
833,109393,"array([-10.81190002,  -2.54171528])"
834,839288,"array([-10.802715  ,  -2.54419596])"
835,603299,"array([-10.84883291,  -2.56102802])"
836,64969,"array([-10.84600665,  -2.55737675])"
837,157257,"array([-10.866651  ,  -2.52884235])"
838,20841,"array([-10.85725513,  -2.52985884])"
839,880623,"array([-10.82544661,  -2.54759886])"
840,18353,"array([-10.8203608 ,  -2.54736571])"
841,703054,"array([-10.83259451,  -2.53289901])"
842,371479,"array([-10.80776469,  -2.55279623])"
843,24696,"array([-10.80539855,  -2.54719797])"
844,331044,"array([-10.87439908,  -2.54627694])"
845,331043,"array([-10.87202653,  -2.5459652 ])"
846,644,"array([-10.81372781,  -2.52252389])"
847,621,"array([-10.81595611,  -2.52454908])"
848,1153039,"array([-10.81772079,  -2.5736394 ])"
849,46589,"array([-10.82117244,  -2.57131482])"
850,25734,"array([-10.87602044,  -2.56750966])"
851,7163,"array([-10.87348626,  -2.56336584])"
852,1108742,"array([-10.86727648,  -2.53106614])"
853,288,"array([-10.87268165,  -2.53731   ])"
854,1129230,"array([-10.85728916,  -2.51660155])"
855,5130,"array([-10.85294529,  -2.52107062])"
856,836546,"array([-10.81278068,  -2.54368274])"
857,134351,"array([-10.81722278,  -2.54789713])"
858,146751,"array([-10.82658476,  -2.56610374])"
859,571068,"array([-10.82480729,  -2.54551758])"
860,1107520,"array([-10.83910962,  -2.51946152])"
861,57288,"array([-10.83646127,  -2.50888458])"
862,861429,"array([-10.8309739 ,  -2.56277369])"
863,237711,"array([-10.81967762,  -2.55914656])"
864,74901,"array([-10.88219342,  -2.5136903 ])"
865,46721,"array([-10.8809443 ,  -2.51602073])"
866,1109208,"array([-10.89423573,  -2.49954111])"
867,148341,"array([-10.88780771,  -2.5052613 ])"
868,12730,"array([-10.82308363,  -2.55623337])"
869,8921,"array([-10.8276108 ,  -2.55551625])"
870,38839,"array([-10.87026542,  -2.5179678 ])"
871,77972,"array([-10.85284758,  -2.51829226])"
872,9782,"array([-10.84778388,  -2.52776369])"
873,5521,"array([-10.82213246,  -2.56617286])"
874,1140496,"array([-10.80554662,  -2.55258743])"
875,4497,"array([-10.80176827,  -2.5560628 ])"
876,1103934,"array([-10.85548835,  -2.5116054 ])"
877,33305,"array([-10.85295434,  -2.51279381])"
878,26012,"array([-10.81057434,  -2.54640194])"
879,25941,"array([-10.81543804,  -2.54493051])"
880,879501,"array([-10.82223089,  -2.57457408])"
881,1848,"array([-10.82048502,  -2.55369677])"
882,1847,"array([-10.81812432,  -2.55495218])"
883,160704,"array([-10.8791307,  -2.5524425])"
884,160720,"array([-10.87721406,  -2.55925385])"
885,93744,"array([-10.82233204,  -2.56182469])"
886,7450,"array([-10.81652229,  -2.55647394])"
887,18217,"array([-10.82015117,  -2.54817029])"
888,47188,"array([-10.82510876,  -2.54505174])"
889,36167,"array([-10.87014789,  -2.54220888])"
890,70520,"array([-10.86080828,  -2.54720734])"
891,845288,"array([-10.79519332,  -2.53942527])"
892,31824,"array([-10.80243357,  -2.54333628])"
893,1117273,"array([-10.85750478,  -2.51448076])"
894,326166,"array([-10.85785039,  -2.5150233 ])"
895,98672,"array([-10.8194236,  -2.5203963])"
896,98670,"array([-10.82251791,  -2.52480677])"
897,59308,"array([-10.87704182,  -2.5717219 ])"
898,59307,"array([-10.87908358,  -2.57810236])"
899,1120112,"array([-10.81469829,  -2.56646301])"
900,24660,"array([-10.80619481,  -2.57182972])"
901,312669,"array([-10.80455641,  -2.55181001])"
902,702520,"array([-10.83583265,  -2.53647635])"
903,130114,"array([-10.83480291,  -2.5340047 ])"
904,1140437,"array([-10.81037593,  -2.52506341])"
905,1133521,"array([-10.80828725,  -2.51625167])"
906,698365,"array([-10.80324779,  -2.51516936])"
907,1103919,"array([-10.84968471,  -2.50565251])"
908,33124,"array([-10.84636911,  -2.50541213])"
909,666796,"array([-10.84923016,  -2.55715119])"
910,1152571,"array([-10.80021595,  -2.56653272])"
911,186986,"array([-10.79284319,  -2.56866339])"
912,30958,"array([-10.87627644,  -2.4981789 ])"
913,15111,"array([-10.8777119 ,  -2.51210868])"
914,134316,"array([-10.85974965,  -2.50129928])"
915,134314,"array([-10.86366408,  -2.50251017])"
916,31143,"array([-10.83739283,  -2.5174631 ])"
917,7714,"array([-10.83827647,  -2.50748266])"
918,568857,"array([-10.86742209,  -2.52563607])"
919,512126,"array([-10.82596961,  -2.5689169 ])"
920,50447,"array([-10.8246549 ,  -2.56848313])"
921,1858,"array([-10.81475457,  -2.55480887])"
922,117,"array([-10.86081606,  -2.53029378])"
923,182621,"array([-10.88693306,  -2.61485003])"
924,73712,"array([-10.8827832 ,  -2.61177769])"
925,773884,"array([-10.84611536,  -2.57395109])"
926,659615,"array([-10.84548837,  -2.57225743])"
927,1136514,"array([-10.84911348,  -2.57403623])"
928,677362,"array([-10.84276173,  -2.56878291])"
929,1112297,"array([-10.8573955 ,  -2.51089166])"
930,763,"array([-10.85631749,  -2.51439036])"
931,1129313,"array([-10.85194606,  -2.5409061 ])"
